person,personLabel,birthDate,birthYear,deathDate,deathYear,citizenshipLabel,productive_year,modern_country
http://www.wikidata.org/entity/Q1444462,Frank William La Rue,1952-01-01 00:00:00+00:00,1952.0,,,Guatemala,1987.0,Guatemala
http://www.wikidata.org/entity/Q1508782,Georges Azzi,1979-01-01 00:00:00+00:00,1979.0,,,Lebanon,2014.0,Lebanon
http://www.wikidata.org/entity/Q1508782,Georges Azzi,1984-01-01 00:00:00+00:00,1984.0,,,Lebanon,2019.0,Lebanon
http://www.wikidata.org/entity/Q1523974,Lhadon Tethong,1976-01-01 00:00:00+00:00,1976.0,,,Canada,2011.0,Canada
http://www.wikidata.org/entity/Q1539074,Mu Sochua,1954-05-15 00:00:00+00:00,1954.0,,,Cambodia,1989.0,Cambodia
http://www.wikidata.org/entity/Q1568145,Hafsat Abiola,1974-08-21 00:00:00+00:00,1974.0,,,Nigeria,2009.0,Nigeria
http://www.wikidata.org/entity/Q1581245,Thomas Mazimpaka,1958-01-01 00:00:00+00:00,1958.0,,,Rwanda,1993.0,Rwanda
http://www.wikidata.org/entity/Q1643081,Aleksei Simonov,1939-08-08 00:00:00+00:00,1939.0,,,Russia,1974.0,Russia
http://www.wikidata.org/entity/Q1643081,Aleksei Simonov,1939-08-08 00:00:00+00:00,1939.0,,,Soviet Union,1974.0,Russia
http://www.wikidata.org/entity/Q1652511,Hüsnü Öndül,2000-01-01 00:00:00+00:00,2000.0,,,Turkey,2035.0,Turkey
http://www.wikidata.org/entity/Q1658622,Ilya Yashin,1983-06-29 00:00:00+00:00,1983.0,,,Russia,2018.0,Russia
http://www.wikidata.org/entity/Q1006271,Thich Huyen Quang,1919-09-19 00:00:00+00:00,1919.0,2008-07-05 00:00:00+00:00,2008.0,Vietnam,1954.0,Vietnam
http://www.wikidata.org/entity/Q1124639,Nélida Gómez de Navajas,1927-07-23 00:00:00+00:00,1927.0,2012-05-02 00:00:00+00:00,2012.0,Argentina,1962.0,Argentina
http://www.wikidata.org/entity/Q1124862,Galina Kozhevnikova,1974-03-16 00:00:00+00:00,1974.0,2011-03-05 00:00:00+00:00,2011.0,Russia,2009.0,Russia
http://www.wikidata.org/entity/Q1124862,Galina Kozhevnikova,1974-03-16 00:00:00+00:00,1974.0,2011-03-05 00:00:00+00:00,2011.0,Soviet Union,2009.0,Russia
http://www.wikidata.org/entity/Q1133794,Cornelius F. Klassen,1894-08-03 00:00:00+00:00,1894.0,1954-05-08 00:00:00+00:00,1954.0,Germany,1929.0,Germany
http://www.wikidata.org/entity/Q1166752,Darsi Ferrer Ramírez,1969-11-02 00:00:00+00:00,1969.0,2017-10-06 00:00:00+00:00,2017.0,Cuba,2004.0,Cuba
http://www.wikidata.org/entity/Q1194361,Sen Katayama,1859-12-26 00:00:00+00:00,1859.0,1933-11-05 00:00:00+00:00,1933.0,Japan,1894.0,Japan
http://www.wikidata.org/entity/Q1209030,Dianna Ortiz,1958-09-02 00:00:00+00:00,1958.0,2021-02-19 00:00:00+00:00,2021.0,United States,1993.0,United States
http://www.wikidata.org/entity/Q1237820,Ion Hanford Perdicaris,1840-04-01 00:00:00+00:00,1840.0,1925-05-31 00:00:00+00:00,1925.0,United States,1875.0,United States
http://www.wikidata.org/entity/Q1237820,Ion Hanford Perdicaris,1840-04-01 00:00:00+00:00,1840.0,1925-05-31 00:00:00+00:00,1925.0,Greece,1875.0,Greece
http://www.wikidata.org/entity/Q1247033,Ottama,1848-01-01 00:00:00+00:00,1848.0,1939-09-09 00:00:00+00:00,1939.0,British rule in Myanmar,1883.0,Myanmar
http://www.wikidata.org/entity/Q1247033,Ottama,1880-12-28 00:00:00+00:00,1880.0,1939-09-09 00:00:00+00:00,1939.0,British rule in Myanmar,1915.0,Myanmar
http://www.wikidata.org/entity/Q1250309,Dorothy Hennessey,1913-03-24 00:00:00+00:00,1913.0,2008-01-24 00:00:00+00:00,2008.0,United States,1948.0,United States
http://www.wikidata.org/entity/Q1280936,Yuri Orlov,1924-08-13 00:00:00+00:00,1924.0,2020-09-27 00:00:00+00:00,2020.0,United States,1959.0,United States
http://www.wikidata.org/entity/Q1280936,Yuri Orlov,1924-08-13 00:00:00+00:00,1924.0,2020-09-27 00:00:00+00:00,2020.0,Soviet Union,1959.0,Russia
http://www.wikidata.org/entity/Q1295129,Vasile Paraschiv,1928-04-03 00:00:00+00:00,1928.0,2011-02-04 00:00:00+00:00,2011.0,Romania,1963.0,Romania
http://www.wikidata.org/entity/Q1302711,Novruzali Mammadov,1942-03-10 00:00:00+00:00,1942.0,2009-08-17 00:00:00+00:00,2009.0,Azerbaijan,1977.0,Azerbaijan
http://www.wikidata.org/entity/Q1302711,Novruzali Mammadov,1942-03-10 00:00:00+00:00,1942.0,2009-08-17 00:00:00+00:00,2009.0,Soviet Union,1977.0,Russia
http://www.wikidata.org/entity/Q1327520,Stetson Kennedy,1916-10-05 00:00:00+00:00,1916.0,2011-08-27 00:00:00+00:00,2011.0,United States,1951.0,United States
http://www.wikidata.org/entity/Q1346731,Jacques Gaillot,1935-09-11 00:00:00+00:00,1935.0,2023-04-12 00:00:00+00:00,2023.0,France,1970.0,France
http://www.wikidata.org/entity/Q1354511,Magomed Yevloyev,1971-11-22 00:00:00+00:00,1971.0,2008-08-31 00:00:00+00:00,2008.0,Russia,2006.0,Russia
http://www.wikidata.org/entity/Q1354511,Magomed Yevloyev,1971-11-22 00:00:00+00:00,1971.0,2008-08-31 00:00:00+00:00,2008.0,Soviet Union,2006.0,Russia
http://www.wikidata.org/entity/Q1362136,Martín Almada,1937-01-30 00:00:00+00:00,1937.0,2024-03-30 00:00:00+00:00,2024.0,Paraguay,1972.0,Paraguay
http://www.wikidata.org/entity/Q1370344,Piergiorgio Welby,1945-12-26 00:00:00+00:00,1945.0,2006-12-20 00:00:00+00:00,2006.0,Italy,1980.0,Italy
http://www.wikidata.org/entity/Q1370344,Piergiorgio Welby,1945-12-26 00:00:00+00:00,1945.0,2006-12-20 00:00:00+00:00,2006.0,Kingdom of Italy,1980.0,Italy
http://www.wikidata.org/entity/Q1377789,Emily Hobhouse,1860-04-09 00:00:00+00:00,1860.0,1926-06-08 00:00:00+00:00,1926.0,United Kingdom of Great Britain and Ireland,1895.0,United Kingdom
http://www.wikidata.org/entity/Q1380832,Juan José Gerardi Conedera,1922-12-27 00:00:00+00:00,1922.0,1998-04-26 00:00:00+00:00,1998.0,Guatemala,1957.0,Guatemala
http://www.wikidata.org/entity/Q1391733,Farag Foda,1945-08-20 00:00:00+00:00,1945.0,1992-06-08 00:00:00+00:00,1992.0,Egypt,1980.0,Egypt
http://www.wikidata.org/entity/Q1393117,Ivo Banac,1947-03-01 00:00:00+00:00,1947.0,2020-06-30 00:00:00+00:00,2020.0,United States,1982.0,United States
http://www.wikidata.org/entity/Q1393865,Ioannis Psycharis,1854-05-15 00:00:00+00:00,1854.0,1929-09-29 00:00:00+00:00,1929.0,Greece,1889.0,Greece
http://www.wikidata.org/entity/Q1393865,Ioannis Psycharis,1854-05-15 00:00:00+00:00,1854.0,1929-09-29 00:00:00+00:00,1929.0,France,1889.0,France
http://www.wikidata.org/entity/Q1398131,Fatima Ahmed Ibrahim,1932-01-01 00:00:00+00:00,1932.0,2017-08-12 00:00:00+00:00,2017.0,Sudan,1967.0,Sudan
http://www.wikidata.org/entity/Q1441795,Francis Wodié,1936-02-25 00:00:00+00:00,1936.0,2023-07-03 00:00:00+00:00,2023.0,Ivory Coast,1971.0,Ivory Coast
http://www.wikidata.org/entity/Q1452355,Fred Hampton,1948-08-30 00:00:00+00:00,1948.0,1969-12-04 00:00:00+00:00,1969.0,United States,1983.0,United States
http://www.wikidata.org/entity/Q1452514,Fred Shuttlesworth,1922-03-18 00:00:00+00:00,1922.0,2011-10-05 00:00:00+00:00,2011.0,United States,1957.0,United States
http://www.wikidata.org/entity/Q1458543,Valery Chalidze,1938-11-25 00:00:00+00:00,1938.0,2018-01-03 00:00:00+00:00,2018.0,United States,1973.0,United States
http://www.wikidata.org/entity/Q1458543,Valery Chalidze,1938-11-25 00:00:00+00:00,1938.0,2018-01-03 00:00:00+00:00,2018.0,Soviet Union,1973.0,Russia
http://www.wikidata.org/entity/Q1515138,Lev Razgon,1908-04-01 00:00:00+00:00,1908.0,1999-09-08 00:00:00+00:00,1999.0,Russia,1943.0,Russia
http://www.wikidata.org/entity/Q1515138,Lev Razgon,1908-04-14 00:00:00+00:00,1908.0,1999-09-08 00:00:00+00:00,1999.0,Russia,1943.0,Russia
http://www.wikidata.org/entity/Q1515138,Lev Razgon,1908-04-01 00:00:00+00:00,1908.0,1999-09-08 00:00:00+00:00,1999.0,Soviet Union,1943.0,Russia
http://www.wikidata.org/entity/Q1515138,Lev Razgon,1908-04-14 00:00:00+00:00,1908.0,1999-09-08 00:00:00+00:00,1999.0,Soviet Union,1943.0,Russia
http://www.wikidata.org/entity/Q1515138,Lev Razgon,1908-04-01 00:00:00+00:00,1908.0,1999-09-08 00:00:00+00:00,1999.0,Russian Empire,1943.0,Russia
http://www.wikidata.org/entity/Q1515138,Lev Razgon,1908-04-14 00:00:00+00:00,1908.0,1999-09-08 00:00:00+00:00,1999.0,Russian Empire,1943.0,Russia
http://www.wikidata.org/entity/Q1522527,Asma Jahangir,1952-01-27 00:00:00+00:00,1952.0,2018-02-11 00:00:00+00:00,2018.0,Pakistan,1987.0,Pakistan
http://www.wikidata.org/entity/Q1549468,Joseph Lowery,1921-10-06 00:00:00+00:00,1921.0,2020-03-27 00:00:00+00:00,2020.0,United States,1956.0,United States
http://www.wikidata.org/entity/Q1561618,Biljana Kovačević-Vučo,1952-05-21 00:00:00+00:00,1952.0,2010-04-20 00:00:00+00:00,2010.0,Serbia,1987.0,Serbia
http://www.wikidata.org/entity/Q1563914,Vojin Dimitrijević,1932-07-09 00:00:00+00:00,1932.0,2012-10-05 00:00:00+00:00,2012.0,Yugoslavia,1967.0,Serbia
http://www.wikidata.org/entity/Q1566059,Luis Andres Vargas Gomez,1915-05-14 00:00:00+00:00,1915.0,2003-01-13 00:00:00+00:00,2003.0,Cuba,1950.0,Cuba
http://www.wikidata.org/entity/Q1597839,Kimani Maruge,1920-01-01 00:00:00+00:00,1920.0,2009-08-14 00:00:00+00:00,2009.0,Kenya,1955.0,Kenya
http://www.wikidata.org/entity/Q1635884,Hugo Wormsbecher,1938-06-26 00:00:00+00:00,1938.0,2024-11-20 00:00:00+00:00,2024.0,Russia,1973.0,Russia
http://www.wikidata.org/entity/Q1635884,Hugo Wormsbecher,1938-06-26 00:00:00+00:00,1938.0,2024-11-20 00:00:00+00:00,2024.0,Soviet Union,1973.0,Russia
http://www.wikidata.org/entity/Q524949,Iván Cepeda Castro,1962-10-24 00:00:00+00:00,1962.0,,,Colombia,1997.0,Colombia
http://www.wikidata.org/entity/Q525644,Jestina Mukoko,2000-01-01 00:00:00+00:00,2000.0,,,Zimbabwe,2035.0,Zimbabwe
http://www.wikidata.org/entity/Q528907,Peter Garrett,1953-04-16 00:00:00+00:00,1953.0,,,Australia,1988.0,Australia
http://www.wikidata.org/entity/Q528907,Peter Garrett,1953-04-19 00:00:00+00:00,1953.0,,,Australia,1988.0,Australia
http://www.wikidata.org/entity/Q532124,Ian Martin,1946-08-10 00:00:00+00:00,1946.0,,,United Kingdom,1981.0,United Kingdom
http://www.wikidata.org/entity/Q536222,Pierre Sané,1949-05-07 00:00:00+00:00,1949.0,,,Senegal,1984.0,Senegal
http://www.wikidata.org/entity/Q540708,Nils Muižnieks,1964-01-31 00:00:00+00:00,1964.0,,,United States,1999.0,United States
http://www.wikidata.org/entity/Q540708,Nils Muižnieks,1964-01-31 00:00:00+00:00,1964.0,,,Latvia,1999.0,Latvia
http://www.wikidata.org/entity/Q541751,Hina Jilani,1953-12-19 00:00:00+00:00,1953.0,,,Pakistan,1988.0,Pakistan
http://www.wikidata.org/entity/Q541780,Sihem Bensedrine,1950-10-28 00:00:00+00:00,1950.0,,,Tunisia,1985.0,Tunisia
http://www.wikidata.org/entity/Q541780,Sihem Bensedrine,1950-10-28 00:00:00+00:00,1950.0,,,French protectorate of Tunisia,1985.0,Tunisia
http://www.wikidata.org/entity/Q542530,Niloofar Beyzaie,1967-01-15 00:00:00+00:00,1967.0,,,Iran,2002.0,Iran
http://www.wikidata.org/entity/Q548587,Bobby Seale,1936-10-22 00:00:00+00:00,1936.0,,,United States,1971.0,United States
http://www.wikidata.org/entity/Q553943,Anna Hutsol,1984-10-16 00:00:00+00:00,1984.0,,,Ukraine,2019.0,Ukraine
http://www.wikidata.org/entity/Q555301,Mosab Hassan Yousef,1978-05-05 00:00:00+00:00,1978.0,,,United States,2013.0,United States
http://www.wikidata.org/entity/Q559228,Taner Akçam,1953-10-23 00:00:00+00:00,1953.0,,,Turkey,1988.0,Turkey
http://www.wikidata.org/entity/Q559228,Taner Akçam,1953-10-23 00:00:00+00:00,1953.0,,,Germany,1988.0,Germany
http://www.wikidata.org/entity/Q562322,Lee Man-Hee,1931-09-15 00:00:00+00:00,1931.0,,,South Korea,1966.0,South Korea
http://www.wikidata.org/entity/Q562322,Lee Man-Hee,1931-09-15 00:00:00+00:00,1931.0,,,Empire of Japan,1966.0,Japan
http://www.wikidata.org/entity/Q566801,Anni Lanz,1945-01-01 00:00:00+00:00,1945.0,,,Switzerland,1980.0,Switzerland
http://www.wikidata.org/entity/Q590825,Jack Healey,1938-01-01 00:00:00+00:00,1938.0,,,United States,1973.0,United States
http://www.wikidata.org/entity/Q603053,Razan Ghazzawi,1980-01-01 00:00:00+00:00,1980.0,,,United States,2015.0,United States
http://www.wikidata.org/entity/Q603053,Razan Ghazzawi,1980-01-01 00:00:00+00:00,1980.0,,,Syria,2015.0,Syria
http://www.wikidata.org/entity/Q610054,Wang Dan,1969-02-26 00:00:00+00:00,1969.0,,,People's Republic of China,2004.0,China
http://www.wikidata.org/entity/Q610054,Wang Dan,1969-02-26 00:00:00+00:00,1969.0,,,statelessness,2004.0,
http://www.wikidata.org/entity/Q610164,Wu'erkaixi,1968-02-17 00:00:00+00:00,1968.0,,,People's Republic of China,2003.0,China
http://www.wikidata.org/entity/Q610164,Wu'erkaixi,1968-02-17 00:00:00+00:00,1968.0,,,Taiwan,2003.0,Taiwan
http://www.wikidata.org/entity/Q610332,Chai Ling,1966-04-15 00:00:00+00:00,1966.0,,,United States,2001.0,United States
http://www.wikidata.org/entity/Q610332,Chai Ling,1966-04-15 00:00:00+00:00,1966.0,,,People's Republic of China,2001.0,China
http://www.wikidata.org/entity/Q620518,Basmah bint Saud,1964-03-01 00:00:00+00:00,1964.0,,,Saudi Arabia,1999.0,Saudi Arabia
http://www.wikidata.org/entity/Q625810,Alexandr Podrabinek,1953-08-08 00:00:00+00:00,1953.0,,,Russia,1988.0,Russia
http://www.wikidata.org/entity/Q625810,Alexandr Podrabinek,1953-08-08 00:00:00+00:00,1953.0,,,Soviet Union,1988.0,Russia
http://www.wikidata.org/entity/Q636168,Ansar Burney,1956-08-14 00:00:00+00:00,1956.0,,,Pakistan,1991.0,Pakistan
http://www.wikidata.org/entity/Q640708,Diana Çuli,1951-04-13 00:00:00+00:00,1951.0,,,Albania,1986.0,Albania
http://www.wikidata.org/entity/Q650556,Dag Øistein Endsjø,1968-11-11 00:00:00+00:00,1968.0,,,Norway,2003.0,Norway
http://www.wikidata.org/entity/Q697905,Peter Huang,1937-10-02 00:00:00+00:00,1937.0,,,Taiwan,1972.0,Taiwan
http://www.wikidata.org/entity/Q698795,Huang Qi,1963-04-07 00:00:00+00:00,1963.0,,,People's Republic of China,1998.0,China
http://www.wikidata.org/entity/Q701246,Tarafa Baghajati,1961-09-01 00:00:00+00:00,1961.0,,,Syria,1996.0,Syria
http://www.wikidata.org/entity/Q704867,Arsham Parsi,1980-09-20 00:00:00+00:00,1980.0,,,Canada,2015.0,Canada
http://www.wikidata.org/entity/Q704867,Arsham Parsi,1980-09-20 00:00:00+00:00,1980.0,,,Iran,2015.0,Iran
http://www.wikidata.org/entity/Q705562,Raleb Majadele,1953-04-05 00:00:00+00:00,1953.0,,,Israel,1988.0,Israel
http://www.wikidata.org/entity/Q707564,José Raúl Vera López,1945-06-21 00:00:00+00:00,1945.0,,,Mexico,1980.0,Mexico
http://www.wikidata.org/entity/Q710363,Feng Zhenghu,1954-07-01 00:00:00+00:00,1954.0,,,People's Republic of China,1989.0,China
http://www.wikidata.org/entity/Q714958,Peter Nguyen Van Hung,1958-11-21 00:00:00+00:00,1958.0,,,Australia,1993.0,Australia
http://www.wikidata.org/entity/Q717534,Tomo Križnar,1954-08-26 00:00:00+00:00,1954.0,,,Slovenia,1989.0,Slovenia
http://www.wikidata.org/entity/Q726260,Craig Murray,1958-10-17 00:00:00+00:00,1958.0,,,United Kingdom,1993.0,United Kingdom
http://www.wikidata.org/entity/Q726704,Wan Yanhai,1963-11-20 00:00:00+00:00,1963.0,,,People's Republic of China,1998.0,China
http://www.wikidata.org/entity/Q728898,Uzi Even,1940-10-18 00:00:00+00:00,1940.0,,,Israel,1975.0,Israel
http://www.wikidata.org/entity/Q732181,Min Ko Naing,1962-10-18 00:00:00+00:00,1962.0,,,Myanmar,1997.0,Myanmar
http://www.wikidata.org/entity/Q735504,Daryush Shokof,1954-06-25 00:00:00+00:00,1954.0,,,Iran,1989.0,Iran
http://www.wikidata.org/entity/Q735674,Osman Baydemir,1971-01-01 00:00:00+00:00,1971.0,,,Turkey,2006.0,Turkey
http://www.wikidata.org/entity/Q775402,Rosanna Flamer-Caldera,1956-03-16 00:00:00+00:00,1956.0,,,Sri Lanka,1991.0,Sri Lanka
http://www.wikidata.org/entity/Q782501,Norma Cruz,1962-01-01 00:00:00+00:00,1962.0,,,Guatemala,1997.0,Guatemala
http://www.wikidata.org/entity/Q815637,Belissa Andía Pérez,1953-07-07 00:00:00+00:00,1953.0,,,Peru,1988.0,Peru
http://www.wikidata.org/entity/Q844371,Yang Jianli,1963-07-15 00:00:00+00:00,1963.0,,,People's Republic of China,1998.0,China
http://www.wikidata.org/entity/Q522894,Miriam Karlin,1925-06-23 00:00:00+00:00,1925.0,2011-06-03 00:00:00+00:00,2011.0,United Kingdom,1960.0,United Kingdom
http://www.wikidata.org/entity/Q525460,Pearl Gibbs,1901-07-18 00:00:00+00:00,1901.0,1983-04-28 00:00:00+00:00,1983.0,Australia,1936.0,Australia
http://www.wikidata.org/entity/Q529062,Herbert Anaya,1954-06-11 00:00:00+00:00,1954.0,1987-10-26 00:00:00+00:00,1987.0,El Salvador,1989.0,El Salvador
http://www.wikidata.org/entity/Q536397,Efua Dorkenoo,1949-09-06 00:00:00+00:00,1949.0,2014-10-18 00:00:00+00:00,2014.0,Ghana,1984.0,Ghana
http://www.wikidata.org/entity/Q539252,Saraswathi Gora,1912-09-28 00:00:00+00:00,1912.0,2006-08-19 00:00:00+00:00,2006.0,India,1947.0,India
http://www.wikidata.org/entity/Q539252,Saraswathi Gora,1912-09-28 00:00:00+00:00,1912.0,2006-08-19 00:00:00+00:00,2006.0,British Raj,1947.0,India
http://www.wikidata.org/entity/Q539252,Saraswathi Gora,1912-09-28 00:00:00+00:00,1912.0,2006-08-19 00:00:00+00:00,2006.0,Dominion of India,1947.0,India
http://www.wikidata.org/entity/Q543657,Eric Baker,1920-09-22 00:00:00+00:00,1920.0,1976-07-11 00:00:00+00:00,1976.0,United Kingdom,1955.0,United Kingdom
http://www.wikidata.org/entity/Q545488,Ralph Abernathy,1926-03-11 00:00:00+00:00,1926.0,1990-04-17 00:00:00+00:00,1990.0,United States,1961.0,United States
http://www.wikidata.org/entity/Q545569,Sergei Kovalev,1930-03-02 00:00:00+00:00,1930.0,2021-08-09 00:00:00+00:00,2021.0,Russia,1965.0,Russia
http://www.wikidata.org/entity/Q546662,María Teresa Castillo,1904-10-15 00:00:00+00:00,1904.0,2000-06-22 00:00:00+00:00,2000.0,Venezuela,1939.0,Venezuela
http://www.wikidata.org/entity/Q550792,Constantin Rădulescu-Motru,1868-02-15 00:00:00+00:00,1868.0,1957-03-06 00:00:00+00:00,1957.0,Romania,1903.0,Romania
http://www.wikidata.org/entity/Q551763,Odd Nansen,1901-12-06 00:00:00+00:00,1901.0,1973-06-27 00:00:00+00:00,1973.0,Norway,1936.0,Norway
http://www.wikidata.org/entity/Q581956,Vladimir Pribylovsky,1956-03-06 00:00:00+00:00,1956.0,2016-01-10 00:00:00+00:00,2016.0,Russia,1991.0,Russia
http://www.wikidata.org/entity/Q581956,Vladimir Pribylovsky,1956-03-06 00:00:00+00:00,1956.0,2016-01-10 00:00:00+00:00,2016.0,Soviet Union,1991.0,Russia
http://www.wikidata.org/entity/Q597875,Anatoly Marchenko,1938-01-23 00:00:00+00:00,1938.0,1986-12-08 00:00:00+00:00,1986.0,Soviet Union,1973.0,Russia
http://www.wikidata.org/entity/Q611335,Vann Nath,1946-01-07 00:00:00+00:00,1946.0,2011-09-05 00:00:00+00:00,2011.0,Cambodia,1981.0,Cambodia
http://www.wikidata.org/entity/Q611335,Vann Nath,1946-04-05 00:00:00+00:00,1946.0,2011-09-05 00:00:00+00:00,2011.0,Cambodia,1981.0,Cambodia
http://www.wikidata.org/entity/Q620823,Alexander Esenin-Volpin,1924-05-12 00:00:00+00:00,1924.0,2016-03-16 00:00:00+00:00,2016.0,United States,1959.0,United States
http://www.wikidata.org/entity/Q620823,Alexander Esenin-Volpin,1924-05-12 00:00:00+00:00,1924.0,2016-03-16 00:00:00+00:00,2016.0,Soviet Union,1959.0,Russia
http://www.wikidata.org/entity/Q658086,Aryeh Eliav,1921-11-21 00:00:00+00:00,1921.0,2010-05-30 00:00:00+00:00,2010.0,Israel,1956.0,Israel
http://www.wikidata.org/entity/Q676116,Iqbal Masih,1982-01-01 00:00:00+00:00,1982.0,1995-04-16 00:00:00+00:00,1995.0,Pakistan,2017.0,Pakistan
http://www.wikidata.org/entity/Q700353,Harry Wu,1937-02-08 00:00:00+00:00,1937.0,2016-04-26 00:00:00+00:00,2016.0,United States,1972.0,United States
http://www.wikidata.org/entity/Q700353,Harry Wu,1937-02-08 00:00:00+00:00,1937.0,2016-04-26 00:00:00+00:00,2016.0,People's Republic of China,1972.0,China
http://www.wikidata.org/entity/Q700353,Harry Wu,1937-02-08 00:00:00+00:00,1937.0,2016-04-26 00:00:00+00:00,2016.0,Republic of China,1972.0,Taiwan
http://www.wikidata.org/entity/Q704051,Bo Yang,1920-03-07 00:00:00+00:00,1920.0,2008-04-29 00:00:00+00:00,2008.0,Taiwan,1955.0,Taiwan
http://www.wikidata.org/entity/Q704746,James Forman,1928-10-04 00:00:00+00:00,1928.0,2005-01-10 00:00:00+00:00,2005.0,United States,1963.0,United States
http://www.wikidata.org/entity/Q705873,Gleb Yakunin,1934-03-04 00:00:00+00:00,1934.0,2014-12-25 00:00:00+00:00,2014.0,Russia,1969.0,Russia
http://www.wikidata.org/entity/Q706728,Chiang Peng-chien,1940-04-25 00:00:00+00:00,1940.0,2000-12-15 00:00:00+00:00,2000.0,Taiwan,1975.0,Taiwan
http://www.wikidata.org/entity/Q708121,Shih Ming-teh,1941-01-15 00:00:00+00:00,1941.0,2024-01-15 00:00:00+00:00,2024.0,Taiwan,1976.0,Taiwan
http://www.wikidata.org/entity/Q708121,Shih Ming-teh,1941-01-15 00:00:00+00:00,1941.0,2024-01-15 00:00:00+00:00,2024.0,Taiwan under Japanese rule,1976.0,Taiwan
http://www.wikidata.org/entity/Q708121,Shih Ming-teh,1941-01-15 00:00:00+00:00,1941.0,2024-01-15 00:00:00+00:00,2024.0,Republic of China,1976.0,Taiwan
http://www.wikidata.org/entity/Q710920,Igor Shafarevich,1923-06-03 00:00:00+00:00,1923.0,2017-02-19 00:00:00+00:00,2017.0,Russia,1958.0,Russia
http://www.wikidata.org/entity/Q710920,Igor Shafarevich,1923-06-03 00:00:00+00:00,1923.0,2017-02-19 00:00:00+00:00,2017.0,Soviet Union,1958.0,Russia
http://www.wikidata.org/entity/Q711080,Geronimo Pratt,1947-09-13 00:00:00+00:00,1947.0,2011-06-02 00:00:00+00:00,2011.0,United States,1982.0,United States
http://www.wikidata.org/entity/Q717985,Medgar Evers,1925-07-02 00:00:00+00:00,1925.0,1963-06-12 00:00:00+00:00,1963.0,United States,1960.0,United States
http://www.wikidata.org/entity/Q732830,Martin Khor,1951-11-09 00:00:00+00:00,1951.0,2020-04-01 00:00:00+00:00,2020.0,Malaysia,1986.0,Malaysia
http://www.wikidata.org/entity/Q746394,Umar Israilov,1982-01-01 00:00:00+00:00,1982.0,2009-01-13 00:00:00+00:00,2009.0,Russia,2017.0,Russia
http://www.wikidata.org/entity/Q769050,Augusto Alejandro Zúñiga Paz,1943-12-01 00:00:00+00:00,1943.0,2005-05-18 00:00:00+00:00,2005.0,Peru,1978.0,Peru
http://www.wikidata.org/entity/Q771111,Jenny de la Torre Castro,1954-01-01 00:00:00+00:00,1954.0,2025-06-10 00:00:00+00:00,2025.0,Germany,1989.0,Germany
http://www.wikidata.org/entity/Q771111,Jenny de la Torre Castro,1954-01-01 00:00:00+00:00,1954.0,2025-06-10 00:00:00+00:00,2025.0,Peru,1989.0,Peru
http://www.wikidata.org/entity/Q815046,Beko Ransome-Kuti,1940-08-02 00:00:00+00:00,1940.0,2006-02-10 00:00:00+00:00,2006.0,Nigeria,1975.0,Nigeria
http://www.wikidata.org/entity/Q823905,Bernd Moldenhauer,1949-08-14 00:00:00+00:00,1949.0,1980-07-15 00:00:00+00:00,1980.0,Germany,1984.0,Germany
http://www.wikidata.org/entity/Q823905,Bernd Moldenhauer,1949-08-14 00:00:00+00:00,1949.0,1980-07-15 00:00:00+00:00,1980.0,German Democratic Republic,1984.0,Germany
http://www.wikidata.org/entity/Q854722,András Bíró,1925-10-20 00:00:00+00:00,1925.0,2024-06-18 00:00:00+00:00,2024.0,Hungary,1960.0,Hungary
http://www.wikidata.org/entity/Q149635,Sameh Naguib,,,,,Egypt,,Egypt
http://www.wikidata.org/entity/Q1859320,Aleh Byabenin,1974-06-14 00:00:00+00:00,1974.0,2010-09-03 00:00:00+00:00,2010.0,Belarus,2009.0,Belarus
http://www.wikidata.org/entity/Q1872169,Louise McKinney,1868-09-22 00:00:00+00:00,1868.0,1931-07-10 00:00:00+00:00,1931.0,Canada,1903.0,Canada
http://www.wikidata.org/entity/Q510637,María Ponce,1924-07-06 00:00:00+00:00,1924.0,1977-12-18 00:00:00+00:00,1977.0,Argentina,1959.0,Argentina
http://www.wikidata.org/entity/Q144391,Mahasweta Devi,1926-01-14 00:00:00+00:00,1926.0,2016-07-28 00:00:00+00:00,2016.0,India,1961.0,India
http://www.wikidata.org/entity/Q144391,Mahasweta Devi,1926-01-14 00:00:00+00:00,1926.0,2016-07-28 00:00:00+00:00,2016.0,British Raj,1961.0,India
http://www.wikidata.org/entity/Q145726,Blase Bonpane,1949-04-24 00:00:00+00:00,1949.0,2019-04-08 00:00:00+00:00,2019.0,United States,1984.0,United States
http://www.wikidata.org/entity/Q146812,Goler T. Butcher,1925-07-13 00:00:00+00:00,1925.0,1993-06-09 00:00:00+00:00,1993.0,United States,1960.0,United States
http://www.wikidata.org/entity/Q149462,Linda Andre,1959-01-01 00:00:00+00:00,1959.0,2023-01-01 00:00:00+00:00,2023.0,United States,1994.0,United States
http://www.wikidata.org/entity/Q149547,Robert L. Bernstein,1923-01-05 00:00:00+00:00,1923.0,2019-05-27 00:00:00+00:00,2019.0,United States,1958.0,United States
http://www.wikidata.org/entity/Q149768,Saad Eddin Ibrahim,1938-12-03 00:00:00+00:00,1938.0,2023-09-29 00:00:00+00:00,2023.0,United States,1973.0,United States
http://www.wikidata.org/entity/Q149768,Saad Eddin Ibrahim,1938-12-03 00:00:00+00:00,1938.0,2023-09-29 00:00:00+00:00,2023.0,Egypt,1973.0,Egypt
