item,itemLabel,instanceLabel,subclassLabel,birthDate,inceptionDate,startTime,pointInTime,publicationDate,mainYear,countryLabel,citizenshipLabel
http://www.wikidata.org/entity/Q5553590,Geshe Gyeltsen,human,,1923-01-01T00:00:00Z,,,,,1923,,Tibet
http://www.wikidata.org/entity/Q1718537,Wenten Rubuntja,human,,1923-01-01T00:00:00Z,,,,,1923,,Australia
http://www.wikidata.org/entity/Q19787182,Gertrude Newsome-Jackson,human,,1923-01-01T00:00:00Z,,,,,1923,,United States
http://www.wikidata.org/entity/Q48734505,Alem Bekagn,prison,,,1923-01-01T00:00:00Z,,,,1923,Ethiopia,
http://www.wikidata.org/entity/Q23685,Jimmy Carter,human,,1924-10-01T00:00:00Z,,,,,1924,,United States
http://www.wikidata.org/entity/Q45785,Kim Dae-jung,human,,1924-01-06T00:00:00Z,,,,,1924,,South Korea
http://www.wikidata.org/entity/Q5195905,Curtis W. Harris,human,,1924-07-01T00:00:00Z,,,,,1924,,United States
http://www.wikidata.org/entity/Q1280936,Yuri Orlov,human,,1924-08-13T00:00:00Z,,,,,1924,,United States
http://www.wikidata.org/entity/Q1280936,Yuri Orlov,human,,1924-08-13T00:00:00Z,,,,,1924,,Soviet Union
http://www.wikidata.org/entity/Q28503323,Elsa Massa,human,,1924-08-23T00:00:00Z,,,,,1924,,Argentina
http://www.wikidata.org/entity/Q43249254,Barbara Ball,human,,1924-06-13T00:00:00Z,,,,,1924,,
http://www.wikidata.org/entity/Q52557158,lynching of Samuel Smith,lynching,,,,,1924-12-15T00:00:00Z,,1924,United States,
http://www.wikidata.org/entity/Q4802534,Arvonne Fraser,human,,1925-09-01T00:00:00Z,,,,,1925,,United States
http://www.wikidata.org/entity/Q4888830,Benjamin Hooks,human,,1925-01-31T00:00:00Z,,,,,1925,,United States
http://www.wikidata.org/entity/Q7876243,U Thaung,human,,1925-10-04T00:00:00Z,,,,,1925,,Myanmar
http://www.wikidata.org/entity/Q5387848,Erica-Irene Daes,human,,1925-09-18T00:00:00Z,,,,,1925,,Greece
http://www.wikidata.org/entity/Q5562980,Ginetta Sagan,human,,1925-06-01T00:00:00Z,,,,,1925,,United States
http://www.wikidata.org/entity/Q5628316,H. Jack Geiger,human,,1925-11-11T00:00:00Z,,,,,1925,,United States
http://www.wikidata.org/entity/Q5724170,Beatriz H. C. Aicardi de Neuhaus,human,,1925-01-12T00:00:00Z,,,,,1925,,Argentina
http://www.wikidata.org/entity/Q6018294,Mirta Acuña de Baravalle,human,,1925-07-15T00:00:00Z,,,,,1925,,Argentina
http://www.wikidata.org/entity/Q552290,Balys Gajauskas,human,,1926-02-24T00:00:00Z,,,,,1926,,Lithuania
http://www.wikidata.org/entity/Q3033305,Self-Respect Movement,political movement,,,1926-01-01T00:00:00Z,,,,1926,,
http://www.wikidata.org/entity/Q545488,Ralph Abernathy,human,,1926-03-11T00:00:00Z,,,,,1926,,United States
http://www.wikidata.org/entity/Q589276,Slavery Convention,treaty,,,,,1926-01-01T00:00:00Z,1926-09-25T00:00:00Z,1926,,
http://www.wikidata.org/entity/Q13562280,Willye Dennis,human,,1926-03-14T00:00:00Z,,,,,1926,,United States
http://www.wikidata.org/entity/Q7876243,U Thaung,human,,1926-10-04T00:00:00Z,,,,,1926,,Myanmar
http://www.wikidata.org/entity/Q15661601,Herman Kahan,human,,1926-02-15T00:00:00Z,,,,,1926,,Norway
http://www.wikidata.org/entity/Q6969814,Nathaniel R. Jones,human,,1926-05-12T00:00:00Z,,,,,1926,,United States
http://www.wikidata.org/entity/Q7298972,Raymond Louw,human,,1926-10-13T00:00:00Z,,,,,1926,,South Africa
http://www.wikidata.org/entity/Q51716671,Samuel B. McKinney,human,,1926-12-28T00:00:00Z,,,,,1926,,United States
http://www.wikidata.org/entity/Q59938331,Ronald Carroll McDonald,human,,1926-02-25T00:00:00Z,,,,,1926,,United States
http://www.wikidata.org/entity/Q108747403,Syra Villalaín de Franconetti,human,,1926-09-05T00:00:00Z,,,,,1926,,Argentina
http://www.wikidata.org/entity/Q293156,Lyudmila Alexeyeva,human,,1927-07-20T00:00:00Z,,,,,1927,,United States
http://www.wikidata.org/entity/Q293156,Lyudmila Alexeyeva,human,,1927-07-20T00:00:00Z,,,,,1927,,Russia
http://www.wikidata.org/entity/Q293156,Lyudmila Alexeyeva,human,,1927-07-20T00:00:00Z,,,,,1927,,Soviet Union
http://www.wikidata.org/entity/Q917015,Immorality Act,,act of the Parliament of South Africa,,,1927-01-01T00:00:00Z,,,1927,South Africa,
http://www.wikidata.org/entity/Q573532,Anthony Lewis,human,,1927-03-27T00:00:00Z,,,,,1927,,United States
http://www.wikidata.org/entity/Q4346118,Martin Ennals,human,,1927-07-27T00:00:00Z,,,,,1927,,United Kingdom
http://www.wikidata.org/entity/Q4774279,anti-Soviet agitation,,crime,,1927-02-25T00:00:00Z,,,,1927,Soviet Union,
http://www.wikidata.org/entity/Q4774279,anti-Soviet agitation,,sedition,,1927-02-25T00:00:00Z,,,,1927,Soviet Union,
http://www.wikidata.org/entity/Q917015,Immorality Act,,anti-miscegenation laws,,,1927-01-01T00:00:00Z,,,1927,South Africa,
http://www.wikidata.org/entity/Q1124639,Nélida Gómez de Navajas,human,,1927-07-23T00:00:00Z,,,,,1927,,Argentina
http://www.wikidata.org/entity/Q917015,Immorality Act,,apartheid legislation,,,1927-01-01T00:00:00Z,,,1927,South Africa,
http://www.wikidata.org/entity/Q26502776,Paul O' Higgins,human,,1927-10-05T00:00:00Z,,,,,1927,,
http://www.wikidata.org/entity/Q5931434,Joan Jara,human,,1927-07-20T00:00:00Z,,,,,1927,,Chile
http://www.wikidata.org/entity/Q5657537,Adelina Dematti de Alaye,human,,1927-06-05T00:00:00Z,,,,,1927,,Argentina
http://www.wikidata.org/entity/Q7360507,Roland de Corneille,human,,1927-05-19T00:00:00Z,,,,,1927,,Canada
http://www.wikidata.org/entity/Q60031132,Lesley Bartlett,human,,1927-01-01T00:00:00Z,,,,,1927,,
http://www.wikidata.org/entity/Q18391,Elie Wiesel,human,,1928-09-30T00:00:00Z,,,,,1928,,United States
http://www.wikidata.org/entity/Q18391,Elie Wiesel,human,,1928-09-30T00:00:00Z,,,,,1928,,Israel
http://www.wikidata.org/entity/Q18391,Elie Wiesel,human,,1928-09-30T00:00:00Z,,,,,1928,,Kingdom of Romania
http://www.wikidata.org/entity/Q18391,Elie Wiesel,human,,1928-09-30T00:00:00Z,,,,,1928,,Kingdom of Hungary
http://www.wikidata.org/entity/Q226030,Irena Veisaitė,human,,1928-02-09T00:00:00Z,,,,,1928,,Lithuania
http://www.wikidata.org/entity/Q5556269,Gheorghe Briceag,human,,1928-04-15T00:00:00Z,,,,,1928,,Moldova
http://www.wikidata.org/entity/Q15993334,Demetrius Newton,human,,1928-03-15T00:00:00Z,,,,,1928,,United States
http://www.wikidata.org/entity/Q29015907,Lillie Mae Bradford,human,,1928-10-01T00:00:00Z,,,,,1928,,United States
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,human,,1929-01-15T00:00:00Z,,,,,1929,,United States
http://www.wikidata.org/entity/Q4252319,Alexander Lavut,human,,1929-07-04T00:00:00Z,,,,,1929,,Russia
http://www.wikidata.org/entity/Q4252319,Alexander Lavut,human,,1929-07-04T00:00:00Z,,,,,1929,,Soviet Union
http://www.wikidata.org/entity/Q3294066,Karel Vasak,human,,1929-06-26T00:00:00Z,,,,,1929,,France
http://www.wikidata.org/entity/Q3294066,Karel Vasak,human,,1929-06-26T00:00:00Z,,,,,1929,,Czech Republic
http://www.wikidata.org/entity/Q3294066,Karel Vasak,human,,1929-06-26T00:00:00Z,,,,,1929,,Czechoslovakia
http://www.wikidata.org/entity/Q6242508,John Kasper,human,,1929-01-01T00:00:00Z,,,,,1929,,United States
http://www.wikidata.org/entity/Q14626608,Jean Kahn,human,,1929-05-17T00:00:00Z,,,,,1929,,France
http://www.wikidata.org/entity/Q7811663,Tobias Simon,human,,1929-01-01T00:00:00Z,,,,,1929,,United States
http://www.wikidata.org/entity/Q1733409,Karl Wilhelm Fricke,human,,1929-09-03T00:00:00Z,,,,,1929,,Germany
http://www.wikidata.org/entity/Q38176073,Angélica Mendoza de Ascarza,human,,1929-10-01T00:00:00Z,,,,,1929,,Peru
http://www.wikidata.org/entity/Q24398859,Maxine Smith,human,,1929-10-31T00:00:00Z,,,,,1929,,United States
http://www.wikidata.org/entity/Q326830,Johan Galtung,human,,1930-10-24T00:00:00Z,,,,,1930,,Norway
http://www.wikidata.org/entity/Q326830,Johan Galtung,human,,1930-10-24T00:00:00Z,,,,,1930,,Germany
http://www.wikidata.org/entity/Q68126,Felicia Langer,human,,1930-12-09T00:00:00Z,,,,,1930,,Poland
http://www.wikidata.org/entity/Q68126,Felicia Langer,human,,1930-12-09T00:00:00Z,,,,,1930,,Germany
http://www.wikidata.org/entity/Q68126,Felicia Langer,human,,1930-12-09T00:00:00Z,,,,,1930,,Israel
http://www.wikidata.org/entity/Q708814,Li Zehou,human,,1930-06-13T00:00:00Z,,,,,1930,,People's Republic of China
http://www.wikidata.org/entity/Q545569,Sergei Kovalev,human,,1930-03-02T00:00:00Z,,,,,1930,,Russia
http://www.wikidata.org/entity/Q4707601,Alan Reich,human,,1930-01-01T00:00:00Z,,,,,1930,,United States
http://www.wikidata.org/entity/Q743558,Nansen International Office for Refugees,organization,,,1930-01-01T00:00:00Z,,,,1930,,
http://www.wikidata.org/entity/Q5081070,Charles Morgan,human,,1930-03-11T00:00:00Z,,,,,1930,,United States
http://www.wikidata.org/entity/Q5238227,David Oluwale,human,,1930-01-01T00:00:00Z,,,,,1930,,Nigeria
http://www.wikidata.org/entity/Q6663554,Lobat Vala,human,,1930-01-01T00:00:00Z,,,,,1930,,Iran
http://www.wikidata.org/entity/Q6821229,Mesfin Woldemariam,human,,1930-01-01T00:00:00Z,,,,,1930,,Ethiopia
http://www.wikidata.org/entity/Q59200802,Vietnam Women’s Union,organization,,,1930-10-20T00:00:00Z,,,,1930,Vietnam,
http://www.wikidata.org/entity/Q59200802,Vietnam Women’s Union,women's organization,,,1930-10-20T00:00:00Z,,,,1930,Vietnam,
http://www.wikidata.org/entity/Q59200802,Vietnam Women’s Union,political organization,,,1930-10-20T00:00:00Z,,,,1930,Vietnam,
http://www.wikidata.org/entity/Q7785,Commonwealth of Nations,commonwealth,,,1931-12-11T00:00:00Z,,,,1931,,
http://www.wikidata.org/entity/Q7785,Commonwealth of Nations,language-based geopolitical organization,,,1931-12-11T00:00:00Z,,,,1931,,
http://www.wikidata.org/entity/Q43033,Desmond Tutu,human,,1931-10-07T00:00:00Z,,,,,1931,,South Africa
http://www.wikidata.org/entity/Q82398,Haitham al-Maleh,human,,1931-08-15T00:00:00Z,,,,,1931,,Syria
http://www.wikidata.org/entity/Q7506732,Siamak Pourzand,human,,1931-09-01T00:00:00Z,,,,,1931,,Iran
http://www.wikidata.org/entity/Q7825861,Torkel Opsahl,human,,1931-03-17T00:00:00Z,,,,,1931,,Norway
http://www.wikidata.org/entity/Q6849602,Mikhail Makarenko,human,,1931-05-04T00:00:00Z,,,,,1931,,United States
http://www.wikidata.org/entity/Q6849602,Mikhail Makarenko,human,,1931-05-04T00:00:00Z,,,,,1931,,Soviet Union
http://www.wikidata.org/entity/Q6849602,Mikhail Makarenko,human,,1931-05-04T00:00:00Z,,,,,1931,,Kingdom of Romania
http://www.wikidata.org/entity/Q15633866,Mathew H. Ahmann,human,,1931-09-10T00:00:00Z,,,,,1931,,United States
http://www.wikidata.org/entity/Q7442361,Sebastian Arcos Bergnes,human,,1931-01-01T00:00:00Z,,,,,1931,,Cuba
http://www.wikidata.org/entity/Q62081674,Robbie Waisman,human,,1931-02-02T00:00:00Z,,,,,1931,,Canada
http://www.wikidata.org/entity/Q62081674,Robbie Waisman,human,,1931-02-02T00:00:00Z,,,,,1931,,Poland
http://www.wikidata.org/entity/Q65679773,Bill Barnes,human,,1931-01-01T00:00:00Z,,,,,1931,,United States
http://www.wikidata.org/entity/Q113484936,Religious persecution in Spain during the Second Republic and the Spanish Civil War,persecution of Christians,religious persecution,,,1931-04-14T00:00:00Z,,,1931,Spain,
http://www.wikidata.org/entity/Q165058,Holodomor,genocide,,,,1932-01-01T00:00:00Z,,,1932,Soviet Union,
http://www.wikidata.org/entity/Q165058,Holodomor,famine,,,,1932-01-01T00:00:00Z,,,1932,Soviet Union,
http://www.wikidata.org/entity/Q165058,Holodomor,mass killings under communist regimes,,,,1932-01-01T00:00:00Z,,,1932,Soviet Union,
http://www.wikidata.org/entity/Q165058,Holodomor,communist crime,,,,1932-01-01T00:00:00Z,,,1932,Soviet Union,
http://www.wikidata.org/entity/Q2836179,Ali Bourequat,human,,1932-12-19T00:00:00Z,,,,,1932,,Morocco
http://www.wikidata.org/entity/Q4106206,Tatyana Velikanova,human,,1932-02-03T00:00:00Z,,,,,1932,,Russia
http://www.wikidata.org/entity/Q4106206,Tatyana Velikanova,human,,1932-02-03T00:00:00Z,,,,,1932,,Soviet Union
http://www.wikidata.org/entity/Q601307,Athol Fugard,human,,1932-06-11T00:00:00Z,,,,,1932,,South Africa
http://www.wikidata.org/entity/Q7837812,Trefor Jenkins,human,,1932-07-24T00:00:00Z,,,,,1932,,United Kingdom
http://www.wikidata.org/entity/Q7837812,Trefor Jenkins,human,,1932-07-24T00:00:00Z,,,,,1932,,South Africa
http://www.wikidata.org/entity/Q6668825,Lola Hendricks,human,,1932-01-01T00:00:00Z,,,,,1932,,United States
http://www.wikidata.org/entity/Q1420011,Tuskegee Syphilis Experiment,clinical trial,,,1932-01-01T00:00:00Z,,1932-01-01T00:00:00Z,,1932,United States,
http://www.wikidata.org/entity/Q1420011,Tuskegee Syphilis Experiment,human subject research project,,,1932-01-01T00:00:00Z,,1932-01-01T00:00:00Z,,1932,United States,
http://www.wikidata.org/entity/Q5486029,Frank Crichlow,human,,1932-07-13T00:00:00Z,,,,,1932,,United Kingdom
http://www.wikidata.org/entity/Q5639876,Haji Faiz Mohammed,human,,1932-01-01T00:00:00Z,,,,,1932,,Afghanistan
http://www.wikidata.org/entity/Q15439264,Muddathir Abdel-Rahim,human,,1932-01-01T00:00:00Z,,,,,1932,,Sudan
http://www.wikidata.org/entity/Q2502692,Vera Chirwa,human,,1932-05-26T00:00:00Z,,,,,1932,,Malawi
http://www.wikidata.org/entity/Q2763,The Holocaust,racism,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,genocide,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,crime against humanity,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,hate crime,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,state crime,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,key event,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,ethnic violence,genocide,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,racism,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,genocide,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,crime against humanity,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,hate crime,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,state crime,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,key event,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,ethnic violence,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,Kingdom of Romania,
http://www.wikidata.org/entity/Q2763,The Holocaust,racism,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,genocide,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,crime against humanity,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,hate crime,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,state crime,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,key event,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,ethnic violence,genocide,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,racism,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,genocide,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,crime against humanity,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,hate crime,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,state crime,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,key event,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q2763,The Holocaust,ethnic violence,persecution of Jews,,,1933-01-01T00:00:00Z,,,1933,German Reich,
http://www.wikidata.org/entity/Q233843,Elizabeth Montgomery,human,,1933-04-15T00:00:00Z,,,,,1933,,United States
http://www.wikidata.org/entity/Q43250,Gestapo,secret police,,,1933-04-26T00:00:00Z,,,,1933,Nazi Germany,
http://www.wikidata.org/entity/Q43250,Gestapo,political police,,,1933-04-26T00:00:00Z,,,,1933,Nazi Germany,
http://www.wikidata.org/entity/Q3018306,David Littman,human,,1933-07-04T00:00:00Z,,,,,1933,,United Kingdom
http://www.wikidata.org/entity/Q546337,Ceija Stojka,human,,1933-05-23T00:00:00Z,,,,,1933,,Austria
http://www.wikidata.org/entity/Q696629,Reichstag Fire Decree,ukase,,,,1933-02-28T00:00:00Z,1933-02-28T00:00:00Z,,1933,,
http://www.wikidata.org/entity/Q696629,Reichstag Fire Decree,ordinance,,,,1933-02-28T00:00:00Z,1933-02-28T00:00:00Z,,1933,,
http://www.wikidata.org/entity/Q718858,persecution of homosexuals in Nazi Germany,persecution,homosexuality,,1933-01-30T00:00:00Z,1933-01-01T00:00:00Z,,,1933,Nazi Germany,
http://www.wikidata.org/entity/Q718858,persecution of homosexuals in Nazi Germany,persecution,homosexuality in Germany,,1933-01-30T00:00:00Z,1933-01-01T00:00:00Z,,,1933,Nazi Germany,
http://www.wikidata.org/entity/Q718858,persecution of homosexuals in Nazi Germany,persecution,persecution of LGBT people in Nazi Germany,,1933-01-30T00:00:00Z,1933-01-01T00:00:00Z,,,1933,Nazi Germany,
http://www.wikidata.org/entity/Q4803701,Asbjørn Eide,human,,1933-02-11T00:00:00Z,,,,,1933,,Norway
http://www.wikidata.org/entity/Q826479,Bernheim petition,petition,,,,,,1933-01-01T00:00:00Z,1933,Germany,
http://www.wikidata.org/entity/Q869844,Denis Goldberg,human,,1933-04-11T00:00:00Z,,,,,1933,,South Africa
http://www.wikidata.org/entity/Q1481878,Simele massacre,massacre,,,,1933-08-07T00:00:00Z,,,1933,,
http://www.wikidata.org/entity/Q16251727,Eugenics Board of North Carolina,state agency of North Carolina,,,1933-01-01T00:00:00Z,,,,1933,,
http://www.wikidata.org/entity/Q19832431,Jim Letherer,human,,1933-12-30T00:00:00Z,,,,,1933,,United States
http://www.wikidata.org/entity/Q51685655,Violeta Zúñiga,human,,1933-04-12T00:00:00Z,,,,,1933,,Chile
http://www.wikidata.org/entity/Q28450629,Doris Funnye Innis,human,,1933-02-26T00:00:00Z,,,,,1933,,
http://www.wikidata.org/entity/Q123706,Jean Ziegler,human,,1934-04-19T00:00:00Z,,,,,1934,,Switzerland
http://www.wikidata.org/entity/Q3063591,Fabien Eboussi Boulaga,human,,1934-01-17T00:00:00Z,,,,,1934,,Cameroon
http://www.wikidata.org/entity/Q6438934,Kronid Lyubarsky,human,,1934-04-04T00:00:00Z,,,,,1934,,Russia
http://www.wikidata.org/entity/Q6438934,Kronid Lyubarsky,human,,1934-04-04T00:00:00Z,,,,,1934,,Soviet Union
http://www.wikidata.org/entity/Q724358,Willie O'Ree,human,,1934-10-15T00:00:00Z,,,,,1934,,Canada
http://www.wikidata.org/entity/Q945795,House Un-American Activities Committee,United States congressional committee,,,1934-01-01T00:00:00Z,,,,1934,United States,
http://www.wikidata.org/entity/Q945795,House Un-American Activities Committee,United States congressional select or special committee,,,1934-01-01T00:00:00Z,,,,1934,United States,
http://www.wikidata.org/entity/Q1189606,Liberty,organization,,,1934-01-01T00:00:00Z,,,,1934,United Kingdom,
http://www.wikidata.org/entity/Q1189606,Liberty,advocacy group,,,1934-01-01T00:00:00Z,,,,1934,United Kingdom,
http://www.wikidata.org/entity/Q10706877,compulsory sterilisation in Sweden,,compulsory sterilization,,1934-01-01T00:00:00Z,,1934-01-01T00:00:00Z,,1934,Sweden,
http://www.wikidata.org/entity/Q7336524,Rita Hauser,human,,1934-07-12T00:00:00Z,,,,,1934,,United States
http://www.wikidata.org/entity/Q66685213,John Hunter Gray,human,,1934-01-01T00:00:00Z,,,,,1934,,United States
http://www.wikidata.org/entity/Q117571,Porajmos,genocide,,,,1935-01-01T00:00:00Z,1939-01-01T00:00:00Z,,1935,Nazi Germany,
http://www.wikidata.org/entity/Q117571,Porajmos,mass murder,,,,1935-01-01T00:00:00Z,1939-01-01T00:00:00Z,,1935,Nazi Germany,
http://www.wikidata.org/entity/Q4536741,Anatoly Yakobson,human,,1935-04-30T00:00:00Z,,,,,1935,,Israel
http://www.wikidata.org/entity/Q4536741,Anatoly Yakobson,human,,1935-04-30T00:00:00Z,,,,,1935,,Soviet Union
http://www.wikidata.org/entity/Q4803278,Asadollah Lajevardi,human,,1935-01-01T00:00:00Z,,,,,1935,,Iran
http://www.wikidata.org/entity/Q4859265,Barbara Rose Johns,human,,1935-03-06T00:00:00Z,,,,,1935,,United States
http://www.wikidata.org/entity/Q4893356,Bernard Lee,human,,1935-10-02T00:00:00Z,,,,,1935,,United States
http://www.wikidata.org/entity/Q5173976,Cosmas Desmond,human,,1935-11-19T00:00:00Z,,,,,1935,,United Kingdom
http://www.wikidata.org/entity/Q27063107,Lydia Kompe,human,,1935-08-06T00:00:00Z,,,,,1935,,South Africa
http://www.wikidata.org/entity/Q28648945,Maria Eugenia Bozzoli,human,,1935-05-26T00:00:00Z,,,,,1935,,Costa Rica
http://www.wikidata.org/entity/Q28836844,Dick Leitsch,human,,1935-05-11T00:00:00Z,,,,,1935,,United States
http://www.wikidata.org/entity/Q38846837,Allen Secher,human,,1935-02-14T00:00:00Z,,,,,1935,,United States
http://www.wikidata.org/entity/Q50326320,Jezima Ismail,human,,1935-01-01T00:00:00Z,,,,,1935,,
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Serbia
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Kosovo
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Serbia and Montenegro
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Socialist Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Kingdom of Yugoslavia
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Albanian Kingdom
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Democratic Federal Yugoslavia
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Federal People's Republic of Yugoslavia
http://www.wikidata.org/entity/Q355648,Adem Demaçi,human,,1936-02-26T00:00:00Z,,,,,1936,,Italian protectorate of Albania
http://www.wikidata.org/entity/Q374783,Sonia Picado Sotela,human,,1936-12-20T00:00:00Z,,,,,1936,,Costa Rica
http://www.wikidata.org/entity/Q239062,Winnie Madikizela-Mandela,human,,1936-09-26T00:00:00Z,,,,,1936,,South Africa
http://www.wikidata.org/entity/Q445635,Fang Lizhi,human,,1936-02-12T00:00:00Z,,,,,1936,,People's Republic of China
http://www.wikidata.org/entity/Q2920702,Ali Salem,human,,1936-01-13T00:00:00Z,,,,,1936,,Egypt
http://www.wikidata.org/entity/Q3043646,White Terror (Spain),political repression,,,,1936-07-17T00:00:00Z,,,1936,,
http://www.wikidata.org/entity/Q4977904,Bruce Lusignan,human,,1936-01-01T00:00:00Z,,,,,1936,,United States
http://www.wikidata.org/entity/Q5236226,David L. Levy,human,,1936-11-07T00:00:00Z,,,,,1936,,United States
http://www.wikidata.org/entity/Q13408837,Fatma Chamakh-Haddad,human,,1936-03-10T00:00:00Z,,,,,1936,,Tunisia
http://www.wikidata.org/entity/Q13408837,Fatma Chamakh-Haddad,human,,1936-03-10T00:00:00Z,,,,,1936,,French protectorate of Tunisia
http://www.wikidata.org/entity/Q8055254,Yoram Dinstein,human,,1936-01-02T00:00:00Z,,,,,1936,,Israel
http://www.wikidata.org/entity/Q1980891,Jesús Blancornelas,human,,1936-11-14T00:00:00Z,,,,,1936,,Mexico
http://www.wikidata.org/entity/Q28731794,Albert Turner,human,,1936-02-29T00:00:00Z,,,,,1936,,United States
http://www.wikidata.org/entity/Q2608210,Paracuellos massacres,murder,,,,1936-11-07T00:00:00Z,1936-12-01T00:00:00Z,,1936,Spanish Republic at War,
http://www.wikidata.org/entity/Q2608210,Paracuellos massacres,war crime,,,,1936-11-07T00:00:00Z,1936-12-01T00:00:00Z,,1936,Spanish Republic at War,
http://www.wikidata.org/entity/Q2608210,Paracuellos massacres,mass murder,,,,1936-11-07T00:00:00Z,1936-12-01T00:00:00Z,,1936,Spanish Republic at War,
http://www.wikidata.org/entity/Q22003053,Hidaya Sultan al-Salem,human,,1936-01-01T00:00:00Z,,,,,1936,,Kuwait
http://www.wikidata.org/entity/Q22661367,American Medical Bureau,non-governmental organization,,,1936-01-01T00:00:00Z,,,,1936,,
http://www.wikidata.org/entity/Q22661367,American Medical Bureau,nonprofit organization,,,1936-01-01T00:00:00Z,,,,1936,,
http://www.wikidata.org/entity/Q170351,Bombing of Guernica,aerial bombing of a city,,,,,1937-04-27T00:00:00Z,,1937,Spanish Republic at War,
http://www.wikidata.org/entity/Q29230,Martti Ahtisaari,human,,1937-06-23T00:00:00Z,,,,,1937,,Finland
http://www.wikidata.org/entity/Q375208,Jiří Dienstbier,human,,1937-04-20T00:00:00Z,,,,,1937,,Czech Republic
http://www.wikidata.org/entity/Q375208,Jiří Dienstbier,human,,1937-04-20T00:00:00Z,,,,,1937,,Czechoslovakia
