person,personLabel,birthDate,birthYear,deathDate,deathYear,citizenshipLabel
http://www.wikidata.org/entity/Q11177001,Prof Huang Mo,,,,,Taiwan
http://www.wikidata.org/entity/Q11454881,Junko Miyamoto,,,,,Japan
http://www.wikidata.org/entity/Q11551749,Chizuko Ikeda,,,,,Japan
http://www.wikidata.org/entity/Q11885236,Oksana Anatolʹevna Čelyševa,,,,,
http://www.wikidata.org/entity/Q12245847,Mona Zulficar,,,,,Egypt
http://www.wikidata.org/entity/Q12343791,Venitia Govender,,,,,South Africa
http://www.wikidata.org/entity/Q11180774,Q11180774,1969-02-01T00:00:00Z,1969,,,Taiwan
http://www.wikidata.org/entity/Q11287175,Ilham Mahmut,1969-01-01T00:00:00Z,1969,,,East Turkestan
http://www.wikidata.org/entity/Q11321198,Togochog Enhebatu,1972-01-01T00:00:00Z,1972,,,Mongolia
http://www.wikidata.org/entity/Q11447328,Gan Ilchul,1926-01-01T00:00:00Z,1926,,,South Korea
http://www.wikidata.org/entity/Q11464859,Yoon Mee-hyang,1964-10-23T00:00:00Z,1964,,,South Korea
http://www.wikidata.org/entity/Q11522206,Hitomi Sugiura,1956-06-10T00:00:00Z,1956,,,Japan
http://www.wikidata.org/entity/Q11522435,Lee Yong-soo,1928-12-01T00:00:00Z,1928,,,South Korea
http://www.wikidata.org/entity/Q11543376,Sakie Yokota,1936-02-04T00:00:00Z,1936,,,Japan
http://www.wikidata.org/entity/Q11681794,Fatana Ishaq Gailani nuo,1954-01-01T00:00:00Z,1954,,,Afghanistan
http://www.wikidata.org/entity/Q11719794,Janina Chmielowska,1954-06-29T00:00:00Z,1954,,,Poland
http://www.wikidata.org/entity/Q11742855,Konstantin Nikolaevich Morozov,1961-08-07T00:00:00Z,1961,,,Russia
http://www.wikidata.org/entity/Q11742855,Konstantin Nikolaevich Morozov,1961-08-07T00:00:00Z,1961,,,Soviet Union
http://www.wikidata.org/entity/Q11766308,Mahboubeh Abbasgholizadeh,1958-01-01T00:00:00Z,1958,,,Iran
http://www.wikidata.org/entity/Q11887010,Pauliina Feodoroff,1977-01-01T00:00:00Z,1977,,,Finland
http://www.wikidata.org/entity/Q11887895,Phạm Thanh Nghiên,1977-01-01T00:00:00Z,1977,,,Vietnam
http://www.wikidata.org/entity/Q11907213,August Gil Matamala,1934-09-19T00:00:00Z,1934,,,Spain
http://www.wikidata.org/entity/Q11955926,Chris O'Moore,1979-02-06T00:00:00Z,1979,,,Norway
http://www.wikidata.org/entity/Q11955926,Chris O'Moore,1979-02-06T00:00:00Z,1979,,,United States
http://www.wikidata.org/entity/Q11979036,John Peder Egenæs,1960-10-06T00:00:00Z,1960,,,Norway
http://www.wikidata.org/entity/Q11983986,Lilia Shibanova,1953-10-13T00:00:00Z,1953,,,Russia
http://www.wikidata.org/entity/Q12052828,Mohamed Albuflasa,1977-01-01T00:00:00Z,1977,,,Bahrain
http://www.wikidata.org/entity/Q12085934,Volodymyr Butkevych,1946-08-02T00:00:00Z,1946,,,Ukraine
http://www.wikidata.org/entity/Q12096858,Mykola Horbal,1940-09-10T00:00:00Z,1940,,,Poland
http://www.wikidata.org/entity/Q12096858,Mykola Horbal,1940-09-10T00:00:00Z,1940,,,Ukraine
http://www.wikidata.org/entity/Q12096858,Mykola Horbal,1940-09-10T00:00:00Z,1940,,,Soviet Union
http://www.wikidata.org/entity/Q12121504,Marta Onufriv,1942-02-27T00:00:00Z,1942,,,
http://www.wikidata.org/entity/Q12121524,Q12121524,1965-11-12T00:00:00Z,1965,,,
http://www.wikidata.org/entity/Q12121641,Oleksandr Marchenko,1971-04-14T00:00:00Z,1971,,,Ukraine
http://www.wikidata.org/entity/Q12121641,Oleksandr Marchenko,1971-04-14T00:00:00Z,1971,,,Soviet Union
http://www.wikidata.org/entity/Q12121924,Mykola Matusevych,1946-07-19T00:00:00Z,1946,,,
http://www.wikidata.org/entity/Q12122507,Q12122507,1964-08-31T00:00:00Z,1964,,,Ukraine
http://www.wikidata.org/entity/Q12122507,Q12122507,1964-08-31T00:00:00Z,1964,,,Soviet Union
http://www.wikidata.org/entity/Q12180652,Amira Yahyaoui,1984-08-06T00:00:00Z,1984,,,Tunisia
http://www.wikidata.org/entity/Q12181439,Ayman Odeh,1975-01-01T00:00:00Z,1975,,,Israel
http://www.wikidata.org/entity/Q12181439,Ayman Odeh,1975-01-01T00:00:00Z,1975,,,Palestine
http://www.wikidata.org/entity/Q12206168,Gameela Ismail,1966-04-12T00:00:00Z,1966,,,Egypt
http://www.wikidata.org/entity/Q12212836,Raif Badawi,1984-01-13T00:00:00Z,1984,,,Saudi Arabia
http://www.wikidata.org/entity/Q12222656,Abderrahman Ben Amr,1933-01-01T00:00:00Z,1933,,,Morocco
http://www.wikidata.org/entity/Q12231829,Violette Daguerre,2000-01-01T00:00:00Z,2000,,,Lebanon
http://www.wikidata.org/entity/Q12239626,Mohammed Saleh al-Bejadi,1980-11-30T00:00:00Z,1980,,,Saudi Arabia
http://www.wikidata.org/entity/Q12241515,Mikhlif Alshammari,1955-02-21T00:00:00Z,1955,,,Saudi Arabia
http://www.wikidata.org/entity/Q12242366,Marwan Makhoul,1979-07-02T00:00:00Z,1979,,,Israel
http://www.wikidata.org/entity/Q12242366,Marwan Makhoul,1979-07-02T00:00:00Z,1979,,,Palestine
http://www.wikidata.org/entity/Q12251245,Waleed Abulkhair,1979-06-17T00:00:00Z,1979,,,Saudi Arabia
http://www.wikidata.org/entity/Q12318873,Jacob Mchangama,1978-02-15T00:00:00Z,1978,,,Kingdom of Denmark
http://www.wikidata.org/entity/Q12494809,Liem Soei Liong,1943-01-01T00:00:00Z,1943,,,Indonesia
http://www.wikidata.org/entity/Q12494809,Liem Soei Liong,1943-01-01T00:00:00Z,1943,,,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q11310259,Jan Ruff O'Herne,1923-01-18T00:00:00Z,1923,2019-08-19T00:00:00Z,2019,Australia
http://www.wikidata.org/entity/Q11310259,Jan Ruff O'Herne,1923-01-18T00:00:00Z,1923,2019-08-19T00:00:00Z,2019,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q11383761,Katsumi Satō,1929-03-05T00:00:00Z,1929,2013-12-02T00:00:00Z,2013,Japan
http://www.wikidata.org/entity/Q11383761,Katsumi Satō,1929-03-05T00:00:00Z,1929,2013-12-02T00:00:00Z,2013,Empire of Japan
http://www.wikidata.org/entity/Q11522509,Lee Okseon,1927-01-01T00:00:00Z,1927,2025-05-11T00:00:00Z,2025,
http://www.wikidata.org/entity/Q11543401,Shigeru Yokota,1932-11-14T00:00:00Z,1932,2020-06-05T00:00:00Z,2020,Japan
http://www.wikidata.org/entity/Q11543401,Shigeru Yokota,1932-11-14T00:00:00Z,1932,2020-06-05T00:00:00Z,2020,Empire of Japan
http://www.wikidata.org/entity/Q11573222,Wang Zaoshi,1903-01-01T00:00:00Z,1903,1971-08-02T00:00:00Z,1971,Republic of China
http://www.wikidata.org/entity/Q11573222,Wang Zaoshi,1903-01-01T00:00:00Z,1903,1971-09-01T00:00:00Z,1971,Republic of China
http://www.wikidata.org/entity/Q11643919,Chung Seo-woon,1924-01-01T00:00:00Z,1924,2004-02-26T00:00:00Z,2004,South Korea
http://www.wikidata.org/entity/Q11682364,Hebe de Bonafini,1928-12-04T00:00:00Z,1928,2022-11-20T00:00:00Z,2022,Argentina
http://www.wikidata.org/entity/Q11686373,Juan Bustos,1935-12-08T00:00:00Z,1935,2008-08-07T00:00:00Z,2008,Chile
http://www.wikidata.org/entity/Q11708450,Halina Nieć,1941-01-02T00:00:00Z,1941,2002-09-19T00:00:00Z,2002,Poland
http://www.wikidata.org/entity/Q11768713,Maria Barbara Ledóchowska,1921-06-30T00:00:00Z,1921,2007-06-07T00:00:00Z,2007,Poland
http://www.wikidata.org/entity/Q11780564,Mihai Botez,1940-11-18T00:00:00Z,1940,1995-07-11T00:00:00Z,1995,Romania
http://www.wikidata.org/entity/Q11850596,Albert Musin,1953-08-10T00:00:00Z,1953,2010-01-01T00:00:00Z,2010,
http://www.wikidata.org/entity/Q11880882,Maria Kirbasova,1941-01-01T00:00:00Z,1941,2011-01-01T00:00:00Z,2011,Russia
http://www.wikidata.org/entity/Q11880882,Maria Kirbasova,1941-01-01T00:00:00Z,1941,2011-01-01T00:00:00Z,2011,Soviet Union
http://www.wikidata.org/entity/Q11881524,Matthew Goniwe,1947-12-27T00:00:00Z,1947,1985-06-27T00:00:00Z,1985,South Africa
http://www.wikidata.org/entity/Q11902075,Väinö Lassila,1896-03-09T00:00:00Z,1896,1939-04-11T00:00:00Z,1939,Finland
http://www.wikidata.org/entity/Q11929195,José Roberto Suárez,1902-02-14T00:00:00Z,1902,1964-08-18T00:00:00Z,1964,Uruguay
http://www.wikidata.org/entity/Q11966648,Egil Rafto,1951-12-03T00:00:00Z,1951,1997-01-07T00:00:00Z,1997,Norway
http://www.wikidata.org/entity/Q11983591,Leif Hovelsen,1923-11-01T00:00:00Z,1923,2011-09-18T00:00:00Z,2011,Norway
http://www.wikidata.org/entity/Q12023142,Jan Svoboda,1962-05-14T00:00:00Z,1962,1998-08-01T00:00:00Z,1998,Czechoslovakia
http://www.wikidata.org/entity/Q12023142,Jan Svoboda,1968-01-01T00:00:00Z,1968,1998-08-01T00:00:00Z,1998,Czechoslovakia
http://www.wikidata.org/entity/Q12040314,Naděžda Kavalírová,1923-11-13T00:00:00Z,1923,2017-01-20T00:00:00Z,2017,Czech Republic
http://www.wikidata.org/entity/Q12040314,Naděžda Kavalírová,1923-11-13T00:00:00Z,1923,2017-01-20T00:00:00Z,2017,Czechoslovakia
http://www.wikidata.org/entity/Q12095883,Vladimir Gershuni,1930-03-18T00:00:00Z,1930,1994-09-17T00:00:00Z,1994,Soviet Union
http://www.wikidata.org/entity/Q12095883,Vladimir Gershuni,1930-03-18T00:00:00Z,1930,1994-09-19T00:00:00Z,1994,Soviet Union
http://www.wikidata.org/entity/Q12096741,Yaroslav Homza,1927-09-18T00:00:00Z,1927,2011-09-22T00:00:00Z,2011,Ukraine
http://www.wikidata.org/entity/Q12118113,Yuriy Lytvyn,1934-11-26T00:00:00Z,1934,1984-09-05T00:00:00Z,1984,Soviet Union
http://www.wikidata.org/entity/Q12123167,Oksana Meshko,1905-01-30T00:00:00Z,1905,1991-01-02T00:00:00Z,1991,
http://www.wikidata.org/entity/Q12139236,Atena Pashko,1931-10-10T00:00:00Z,1931,2012-03-20T00:00:00Z,2012,Poland
http://www.wikidata.org/entity/Q12139236,Atena Pashko,1931-10-10T00:00:00Z,1931,2012-03-20T00:00:00Z,2012,Ukraine
http://www.wikidata.org/entity/Q12139236,Atena Pashko,1931-10-10T00:00:00Z,1931,2012-03-20T00:00:00Z,2012,Soviet Union
http://www.wikidata.org/entity/Q12148527,Petro Rozumnyi,1926-03-07T00:00:00Z,1926,2013-03-20T00:00:00Z,2013,
http://www.wikidata.org/entity/Q12149413,Sofia Rusova,1856-02-18T00:00:00Z,1856,1940-02-05T00:00:00Z,1940,Russian Empire
http://www.wikidata.org/entity/Q12149413,Sofia Rusova,1856-02-18T00:00:00Z,1856,1940-02-05T00:00:00Z,1940,West Ukrainian People's Republic
http://www.wikidata.org/entity/Q12178921,Ahmed Seif El-Islam,1951-01-09T00:00:00Z,1951,2014-08-27T00:00:00Z,2014,Egypt
http://www.wikidata.org/entity/Q12192551,Mokhtar Yahyaoui,1952-06-01T00:00:00Z,1952,2015-09-22T00:00:00Z,2015,Tunisia
http://www.wikidata.org/entity/Q12192551,Mokhtar Yahyaoui,1952-06-01T00:00:00Z,1952,2015-09-22T00:00:00Z,2015,French protectorate of Tunisia
http://www.wikidata.org/entity/Q12227877,Ali Al-Dumayni,1948-05-10T00:00:00Z,1948,2022-04-25T00:00:00Z,2022,Saudi Arabia
http://www.wikidata.org/entity/Q12240306,Mohamed Bougrine,1935-11-04T00:00:00Z,1935,2010-04-05T00:00:00Z,2010,Morocco
http://www.wikidata.org/entity/Q12245261,Q12245261,1938-01-01T00:00:00Z,1938,2022-10-12T00:00:00Z,2022,Syria
http://www.wikidata.org/entity/Q12245261,Q12245261,1938-01-01T00:00:00Z,1938,2022-10-12T00:00:00Z,2022,Second Syrian Republic
http://www.wikidata.org/entity/Q12245261,Q12245261,1938-01-01T00:00:00Z,1938,2022-10-12T00:00:00Z,2022,United Arab Republic
http://www.wikidata.org/entity/Q12352251,Manuel Casanoves i Casals,1927-08-21T00:00:00Z,1927,2010-04-15T00:00:00Z,2010,Spain
http://www.wikidata.org/entity/Q3432080,Rima Eddali,,,,,Syria
http://www.wikidata.org/entity/Q3440896,Prageeth Eknaligoda,,,,,Sri Lanka
http://www.wikidata.org/entity/Q2850177,Anita Hill,1956-07-30T00:00:00Z,1956,,,United States
http://www.wikidata.org/entity/Q2860874,Arezki Abboute,1952-02-14T00:00:00Z,1952,,,Algeria
http://www.wikidata.org/entity/Q2863118,Arnaud Gaillard,1969-10-09T00:00:00Z,1969,,,France
http://www.wikidata.org/entity/Q2866085,Arvind Gaur,1963-02-02T00:00:00Z,1963,,,India
http://www.wikidata.org/entity/Q2892908,Nitsana Darshan-Leitner,1973-01-01T00:00:00Z,1973,,,Israel
http://www.wikidata.org/entity/Q2894558,Susan Abulhawa,1970-06-03T00:00:00Z,1970,,,United States
http://www.wikidata.org/entity/Q2894558,Susan Abulhawa,1970-06-03T00:00:00Z,1970,,,Palestine
http://www.wikidata.org/entity/Q2899519,Bertrand Favreau,1947-04-19T00:00:00Z,1947,,,France
http://www.wikidata.org/entity/Q2900222,Betty Batoul,1964-10-16T00:00:00Z,1964,,,Belgium
http://www.wikidata.org/entity/Q2900222,Betty Batoul,1964-10-16T00:00:00Z,1964,,,Morocco
http://www.wikidata.org/entity/Q2915379,Rebecca MacKinnon,1969-09-16T00:00:00Z,1969,,,United States
http://www.wikidata.org/entity/Q2926840,Bruno Jaffré,1954-01-01T00:00:00Z,1954,,,France
http://www.wikidata.org/entity/Q2983881,Lauren Booth,1967-07-22T00:00:00Z,1967,,,United Kingdom
http://www.wikidata.org/entity/Q2983881,Lauren Booth,1967-07-22T00:00:00Z,1967,,,Palestine
http://www.wikidata.org/entity/Q3014345,Daniel Levy,1968-06-17T00:00:00Z,1968,,,United Kingdom
http://www.wikidata.org/entity/Q3014345,Daniel Levy,1968-06-17T00:00:00Z,1968,,,Israel
http://www.wikidata.org/entity/Q3041177,Dumitru Mazilu,1934-06-24T00:00:00Z,1934,,,Romania
http://www.wikidata.org/entity/Q3048307,Sayed Pervez Kambaksh,1984-07-01T00:00:00Z,1984,,,Afghanistan
http://www.wikidata.org/entity/Q3049517,Susana Rinaldi,1935-12-25T00:00:00Z,1935,,,Argentina
http://www.wikidata.org/entity/Q3049943,L7a9d,1987-06-09T00:00:00Z,1987,,,Morocco
http://www.wikidata.org/entity/Q3066848,Farhang Ghassemi,1948-01-01T00:00:00Z,1948,,,
http://www.wikidata.org/entity/Q3138557,Nabeel Rajab,1964-01-01T00:00:00Z,1964,,,Bahrain
http://www.wikidata.org/entity/Q3161258,James Mawdsley,1972-01-01T00:00:00Z,1972,,,Australia
http://www.wikidata.org/entity/Q3166970,Jean-Louis Roy,1941-02-01T00:00:00Z,1941,,,Canada
http://www.wikidata.org/entity/Q3181851,John Kamm,1953-01-01T00:00:00Z,1953,,,United States
http://www.wikidata.org/entity/Q3192365,Kamel Daoud,1953-01-01T00:00:00Z,1953,,,Algeria
http://www.wikidata.org/entity/Q3192369,Kamel Jendoubi,1952-08-08T00:00:00Z,1952,,,Tunisia
http://www.wikidata.org/entity/Q3192369,Kamel Jendoubi,1952-08-08T00:00:00Z,1952,,,French protectorate of Tunisia
http://www.wikidata.org/entity/Q3193040,Kareem Amer,1984-06-17T00:00:00Z,1984,,,Egypt
http://www.wikidata.org/entity/Q3194965,Kem Sokha,1953-06-27T00:00:00Z,1953,,,Cambodia
http://www.wikidata.org/entity/Q3229321,Lemine Ould Dadde,1967-09-24T00:00:00Z,1967,,,Mauritania
http://www.wikidata.org/entity/Q3242826,Abdulhadi al-Khawaja,1961-04-05T00:00:00Z,1961,,,Bahrain
http://www.wikidata.org/entity/Q3242826,Abdulhadi al-Khawaja,1961-04-05T00:00:00Z,1961,,,Kingdom of Denmark
http://www.wikidata.org/entity/Q3277238,Bohdan Horyn,1936-02-10T00:00:00Z,1936,,,Ukraine
http://www.wikidata.org/entity/Q3277238,Bohdan Horyn,1936-02-10T00:00:00Z,1936,,,Soviet Union
http://www.wikidata.org/entity/Q3292456,Marie Cosnay,1965-04-20T00:00:00Z,1965,,,France
http://www.wikidata.org/entity/Q3301723,Mauro Cabral,1971-10-02T00:00:00Z,1971,,,Argentina
http://www.wikidata.org/entity/Q3320890,Monique Mujawamariya,1955-07-27T00:00:00Z,1955,,,Rwanda
http://www.wikidata.org/entity/Q3335300,Najib Chaouki,1953-01-01T00:00:00Z,1953,,,Morocco
http://www.wikidata.org/entity/Q3385121,Pierre Galand,1940-07-28T00:00:00Z,1940,,,Belgium
http://www.wikidata.org/entity/Q3401543,Predrag Balašević,1974-01-05T00:00:00Z,1974,,,Serbia
http://www.wikidata.org/entity/Q3423000,Reed Brody,1953-07-20T00:00:00Z,1953,,,United States
http://www.wikidata.org/entity/Q3425596,Bigga Haitian,1964-11-04T00:00:00Z,1964,,,Haiti
http://www.wikidata.org/entity/Q3429391,Sharon Hom,1951-01-01T00:00:00Z,1951,,,United States
http://www.wikidata.org/entity/Q3431619,Ricken Patel,1977-01-08T00:00:00Z,1977,,,Canada
http://www.wikidata.org/entity/Q3431619,Ricken Patel,1977-01-08T00:00:00Z,1977,,,United States
http://www.wikidata.org/entity/Q3445701,Elkouria Amidane,1985-09-29T00:00:00Z,1985,,,Western Sahara
http://www.wikidata.org/entity/Q3473402,Sarah Mkhonza,1957-05-07T00:00:00Z,1957,,,Eswatini
http://www.wikidata.org/entity/Q3479476,Serge Patrice Thibodeau,1959-08-11T00:00:00Z,1959,,,Canada
http://www.wikidata.org/entity/Q2866896,Viktor Popkov,1946-06-17T00:00:00Z,1946,2001-06-02T00:00:00Z,2001,Russia
http://www.wikidata.org/entity/Q2866896,Viktor Popkov,1946-06-17T00:00:00Z,1946,2001-06-02T00:00:00Z,2001,Soviet Union
http://www.wikidata.org/entity/Q2902857,Valeriy Marchenko,1947-09-16T00:00:00Z,1947,1984-10-07T00:00:00Z,1984,Soviet Union
http://www.wikidata.org/entity/Q2903255,Marcia Freedman,1938-05-17T00:00:00Z,1938,2021-09-21T00:00:00Z,2021,United States
http://www.wikidata.org/entity/Q2903255,Marcia Freedman,1938-05-17T00:00:00Z,1938,2021-09-21T00:00:00Z,2021,Israel
http://www.wikidata.org/entity/Q2907465,Yvonne Nèvejean,1900-11-15T00:00:00Z,1900,1987-08-10T00:00:00Z,1987,Belgium
http://www.wikidata.org/entity/Q2917947,Eliezer Silver,1882-02-15T00:00:00Z,1882,1968-02-07T00:00:00Z,1968,United States
http://www.wikidata.org/entity/Q2920375,Ezra Nawi,1951-01-01T00:00:00Z,1951,2021-01-09T00:00:00Z,2021,Israel
http://www.wikidata.org/entity/Q2959945,Charles Palant,1922-09-27T00:00:00Z,1922,2016-02-26T00:00:00Z,2016,France
http://www.wikidata.org/entity/Q2965908,Christine Daure-Serfaty,1926-11-12T00:00:00Z,1926,2014-05-28T00:00:00Z,2014,France
http://www.wikidata.org/entity/Q2978733,Clayton Ruby,1942-02-06T00:00:00Z,1942,2022-08-02T00:00:00Z,2022,Canada
http://www.wikidata.org/entity/Q3018156,Yuri Schmidt,1937-05-10T00:00:00Z,1937,2013-01-12T00:00:00Z,2013,Russia
http://www.wikidata.org/entity/Q3018156,Yuri Schmidt,1937-05-10T00:00:00Z,1937,2013-01-12T00:00:00Z,2013,Soviet Union
http://www.wikidata.org/entity/Q3018306,David Littman,1933-07-04T00:00:00Z,1933,2012-05-20T00:00:00Z,2012,United Kingdom
http://www.wikidata.org/entity/Q3027094,Kader Asmal,1934-10-08T00:00:00Z,1934,2011-06-22T00:00:00Z,2011,South Africa
http://www.wikidata.org/entity/Q3027094,Kader Asmal,1935-01-01T00:00:00Z,1935,2011-06-22T00:00:00Z,2011,South Africa
http://www.wikidata.org/entity/Q3049370,Eigil Nansen,1931-06-18T00:00:00Z,1931,2017-02-27T00:00:00Z,2017,Norway
http://www.wikidata.org/entity/Q3079753,Riad al-Turk,1930-04-02T00:00:00Z,1930,2024-01-01T00:00:00Z,2024,Syria
http://www.wikidata.org/entity/Q3079753,Riad al-Turk,1930-04-02T00:00:00Z,1930,2024-01-01T00:00:00Z,2024,Second Syrian Republic
http://www.wikidata.org/entity/Q3079753,Riad al-Turk,1930-04-02T00:00:00Z,1930,2024-01-01T00:00:00Z,2024,United Arab Republic
http://www.wikidata.org/entity/Q3083740,François-Xavier Verschave,1945-10-28T00:00:00Z,1945,2005-06-29T00:00:00Z,2005,France
http://www.wikidata.org/entity/Q3086711,Rachid Mimouni,1945-11-20T00:00:00Z,1945,1995-02-12T00:00:00Z,1995,France
http://www.wikidata.org/entity/Q3086711,Rachid Mimouni,1945-11-20T00:00:00Z,1945,1995-02-12T00:00:00Z,1995,Algeria
http://www.wikidata.org/entity/Q3086883,Fred Korematsu,1919-01-30T00:00:00Z,1919,2005-03-30T00:00:00Z,2005,United States
http://www.wikidata.org/entity/Q3091540,Mykhailo Horyn,1930-06-17T00:00:00Z,1930,2013-01-13T00:00:00Z,2013,Ukraine
http://www.wikidata.org/entity/Q3091540,Mykhailo Horyn,1930-06-17T00:00:00Z,1930,2013-01-13T00:00:00Z,2013,Soviet Union
http://www.wikidata.org/entity/Q3091540,Mykhailo Horyn,1930-06-17T00:00:00Z,1930,2013-01-13T00:00:00Z,2013,Ukrainian national government (1941)
http://www.wikidata.org/entity/Q3104332,Gerry Conlon,1954-03-01T00:00:00Z,1954,2014-06-21T00:00:00Z,2014,United Kingdom
http://www.wikidata.org/entity/Q3128235,Hassib Ben Ammar,1924-04-11T00:00:00Z,1924,2008-12-15T00:00:00Z,2008,Tunisia
http://www.wikidata.org/entity/Q3128235,Hassib Ben Ammar,1924-04-11T00:00:00Z,1924,2008-12-15T00:00:00Z,2008,French protectorate of Tunisia
http://www.wikidata.org/entity/Q3134380,Hertz Jospa,1904-01-01T00:00:00Z,1904,1966-01-01T00:00:00Z,1966,Belgium
http://www.wikidata.org/entity/Q3144703,Hélène Basch,1863-03-29T00:00:00Z,1863,1944-01-10T00:00:00Z,1944,Hungary
http://www.wikidata.org/entity/Q3144703,Hélène Basch,1863-03-29T00:00:00Z,1863,1944-01-10T00:00:00Z,1944,France
http://www.wikidata.org/entity/Q3160566,Jaime Castillo Velasco,1914-03-14T00:00:00Z,1914,2003-10-29T00:00:00Z,2003,Chile
http://www.wikidata.org/entity/Q3162122,Janusz Symonides,1938-03-05T00:00:00Z,1938,2020-04-23T00:00:00Z,2020,Poland
http://www.wikidata.org/entity/Q3174578,Jean Scelles,1904-02-01T00:00:00Z,1904,1996-06-20T00:00:00Z,1996,France
http://www.wikidata.org/entity/Q3271466,Léon Émery,1898-02-12T00:00:00Z,1898,1981-11-01T00:00:00Z,1981,France
http://www.wikidata.org/entity/Q3281164,Malachi Ritscher,1954-01-13T00:00:00Z,1954,2006-11-03T00:00:00Z,2006,United States
http://www.wikidata.org/entity/Q3295928,Sane Jaleh,1985-05-22T00:00:00Z,1985,2011-02-14T00:00:00Z,2011,Iran
http://www.wikidata.org/entity/Q3296428,María de los Ángeles Cano Márquez,1887-08-12T00:00:00Z,1887,1967-04-26T00:00:00Z,1967,Colombia
http://www.wikidata.org/entity/Q3302915,Maya Jribi,1960-01-29T00:00:00Z,1960,2018-05-19T00:00:00Z,2018,Tunisia
http://www.wikidata.org/entity/Q3349837,Ogulsapar Muradova,1948-01-01T00:00:00Z,1948,2006-09-14T00:00:00Z,2006,Turkmenistan
http://www.wikidata.org/entity/Q3358510,Rajani Thiranagama,1954-02-23T00:00:00Z,1954,1989-09-21T00:00:00Z,1989,Sri Lanka
http://www.wikidata.org/entity/Q3379728,Ingrid Segerstedt Wiberg,1911-06-18T00:00:00Z,1911,2010-05-21T00:00:00Z,2010,Sweden
http://www.wikidata.org/entity/Q3380804,Ion Cârja,1922-03-25T00:00:00Z,1922,1977-05-08T00:00:00Z,1977,United States
http://www.wikidata.org/entity/Q3380804,Ion Cârja,1922-03-25T00:00:00Z,1922,1977-05-08T00:00:00Z,1977,Romania
http://www.wikidata.org/entity/Q3388872,Leonid Plyushch,1939-04-26T00:00:00Z,1939,2015-06-04T00:00:00Z,2015,France
http://www.wikidata.org/entity/Q3388872,Leonid Plyushch,1939-04-26T00:00:00Z,1939,2015-06-04T00:00:00Z,2015,Soviet Union
http://www.wikidata.org/entity/Q3430326,Francisco Soberón Garrido,1948-01-01T00:00:00Z,1948,2022-10-07T00:00:00Z,2022,Peru
http://www.wikidata.org/entity/Q22582971,Thin Thin Aung,,,,,Myanmar
http://www.wikidata.org/entity/Q22947513,Q22947513,,,,,Saudi Arabia
http://www.wikidata.org/entity/Q23771263,Jayshree Satpute,,,,,India
http://www.wikidata.org/entity/Q24053468,Sait Çetinoğlu,,,,,
http://www.wikidata.org/entity/Q24058709,Hassina Neekzad,,,,,Afghanistan
http://www.wikidata.org/entity/Q24572170,Yan Christian Warinussy,,,,,Indonesia
http://www.wikidata.org/entity/Q24572398,Michael Brosowski,,,,,Australia
http://www.wikidata.org/entity/Q22099657,Zhang Jian,1970-11-11T00:00:00Z,1970,2019-04-15T00:00:00Z,2019,People's Republic of China
http://www.wikidata.org/entity/Q22125075,Sei Fujii,1882-01-01T00:00:00Z,1882,1954-01-01T00:00:00Z,1954,United States
http://www.wikidata.org/entity/Q22919577,Felix Serebrov,1930-01-01T00:00:00Z,1930,2015-01-13T00:00:00Z,2015,Soviet Union
http://www.wikidata.org/entity/Q22922380,Olga Bianchi,1924-12-11T00:00:00Z,1924,2015-08-30T00:00:00Z,2015,Chile
http://www.wikidata.org/entity/Q22922380,Olga Bianchi,1924-12-11T00:00:00Z,1924,2015-08-30T00:00:00Z,2015,Costa Rica
http://www.wikidata.org/entity/Q22957929,Grace d'Almeida,1951-03-21T00:00:00Z,1951,2005-05-12T00:00:00Z,2005,Benin
http://www.wikidata.org/entity/Q22999106,Berta Cáceres,1971-03-04T00:00:00Z,1971,2016-03-02T00:00:00Z,2016,Honduras
http://www.wikidata.org/entity/Q23050632,Oleksii Murzhenko,1942-11-23T00:00:00Z,1942,1999-12-31T00:00:00Z,1999,Soviet Union
http://www.wikidata.org/entity/Q23071491,Renée Slotopolsky de Epelbaum,1920-06-15T00:00:00Z,1920,1998-02-07T00:00:00Z,1998,Argentina
http://www.wikidata.org/entity/Q23071636,Alisa Fuss,1919-04-07T00:00:00Z,1919,1997-11-20T00:00:00Z,1997,Germany
http://www.wikidata.org/entity/Q23278558,Lois Galgay Reckitt,1944-12-31T00:00:00Z,1944,2023-10-30T00:00:00Z,2023,United States
http://www.wikidata.org/entity/Q23306738,Cora Ratto de Sadosky,1912-01-03T00:00:00Z,1912,1981-01-02T00:00:00Z,1981,Argentina
http://www.wikidata.org/entity/Q23563256,Najma Sadeque,1945-01-01T00:00:00Z,1945,2015-01-08T00:00:00Z,2015,Pakistan
http://www.wikidata.org/entity/Q23621361,Robin Romano,1958-01-01T00:00:00Z,1958,2013-11-01T00:00:00Z,2013,United States
http://www.wikidata.org/entity/Q23641302,Jaime Gómez Velásquez,1950-10-20T00:00:00Z,1950,2006-03-21T00:00:00Z,2006,Colombia
http://www.wikidata.org/entity/Q23683393,Pat Maginnis,1928-06-09T00:00:00Z,1928,2021-08-30T00:00:00Z,2021,United States
